LED #,LED PWM (%),LED current (%),Duration (s)
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
9,100,100,1
4,50,100,1
1,50,100,1
