LED #,LED PWM (%),LED current (%),Duration (s)
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
9,80,100,1
5,80,100,1
2,80,100,1
