LED #,LED PWM (%),LED current (%),Duration (s)
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
11,100,100,1
5,100,100,1
2,12,100,1
