LED #,LED PWM (%),LED current (%),Duration (s)
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
11,0.1,100,1
5,0.1,100,1
2,0.1,100,1
