LED #,LED PWM (%),LED current (%),Duration (s)
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
9,80,100,1
4,80,100,1
1,80,100,1
