LED #,LED PWM (%),LED current (%),Duration (s)
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
9,0.1,100,1
4,0.1,100,1
1,0.1,100,1
